CityCode,ClinicCenterCode,DoctorCount,Latitude,Longitude,CityName,ClinicNumber,ClinicCenterAddress,Category_Code
10,AH01,4,23.03560077,72.56946002,Ahmedabad,079-26577393,"1st Floor, S.R.House, Opp. Mount Carmel School, Ashram Road, Ahmedabad-380009",0
10,AH02,2,23.012685,72.523626,Ahmedabad,079-25693262,"Room no.1,2 and 3 (Ground floor), Aayakar Bhawan, 100 Feet Anand nagar Road, Vejalpur, Ahmedabad-380015",0
10,AH04,4,23.067056,72.555033,Ahmedabad,079-27478393,"Govt Qtr No. M/49/289-290, Near sindur party plot, Pragatinagar road, Pragatinagar Ahmedabad -380013",0
10,AH09,3,22.998966,72.601363,Ahmedabad,079-25467055,"2nd Floor, Business Square, Opp. Punjab National Bank",0
10,VDA,2,22.302678,73.224506,Ahmedabad,0265-2415555,"Panigate Telephone exchange Compound, Ground floor, Nr. Water Tank, Ajwa Road, Panigate, Vadodara-390019",0
11,AL02,1,25.46676645,81.82670927,Prayagraj,0532-2624435,"4/6, Drummond, Allahabad",0
11,AL07,1,25.39966906,81.86945473,Prayagraj,0532-2697132,"236/101-C /1 Chok Daud Nagar Near Swadeshi Cotton Mills, Naini, Allahabad",0
11,ALH1,1,25.44975366,81.83101744,Prayagraj,0532-2561310,"2nd Floor, Sangam Place, Civil Lines, Prayagraj-211001",2
12,BA04,3,13.02605547,77.62687938,Bengaluru,080 25430759,"No. 669, HBR Main Road 1st stage, 2nd Block, HBR Layout, Bangalore 560023",0
12,BA06,4,12.94532594,77.5782434,Bengaluru,080 26570202,"No. 190, R. V. Road, 2nd Block, Jayanagar, Bangalore-5600011",0
12,BA10,4,12.99048902,77.66185566,Bengaluru,080 25243236,"DRDO Complex, C.V. Raman Nagar, Bangalore-560093",0
12,BA13,2,12.96364181,77.63971102,Bengaluru,080 25355662,"First Floor, Community Center GPRA Quarters Domlur 560071",1
13,BP1,2,23.24226523,77.42385078,Bhopal,0755 - 2765071,"First floor, CGHS Bhawan, Plot No. 23, Arera Hills, Near Meteorological Department, 
 Bhopal (M.P) - 462027",0
14,BH1,5,20.28357518,85.83014607,Bhubaneswar,"0674-2393612
0674-2393312
","O/o The MO I/c, WC-1, CGHS,  Unit IV, Old AG Colony, Bhubaneswar -751001, Odisha",0
15,CPK1,2,30.69436858,76.83789529,Chandigarh,"0172-2990711
9417149057","CGHS WC-1, BSNL telephone Exchange Building, Sec- 16, Panchkula- 134109",0
16,CH04,1,13.05129325,80.26475556,Chennai,044-23458404,"No 1, 1st Street, Gopalapuram, Chennai",0
16,CH05,3,13.01055092,80.22192017,Chennai,044-23458405,Block No 6/1-5 Bcg Staff Quarters Guindy,0
16,CH09,1,13.0659918,80.24749067,Chennai,044-23458409,C&B Block 1st Floor Shastri Bhavan Haddows Rd,0
16,CH18,1,13.08914158,80.20448887,Chennai,044-23458402,Central Revenue Qtr No 15 Ranganathan Garden Anna Nagar,3
16,CH20,1,13.03690924,80.20790932,Chennai,044-23458406,CPWD Quarters Kk Nagar Chennai 600078,3
18,AY63,3,28.55537724,77.2271222,Delhi/Hq/Directorate/Ministry,011-26263767,"HS Wellness Centre, Sadiq Nagar Sec-3 (Near G.K.I)",1
18,AY65,2,28.52322179,77.21947297,Delhi/Hq/Directorate/Ministry,011-29564988,"CGHS Wellness Centre Building, Sector  1, M.B. Road",1
18,D1,5,28.63427673,77.20299517,Delhi/Hq/Directorate/Ministry,23743810  21400889,"CGHS Building, DIZ Area-II, Gole Market",0
18,D102,5,28.61724724,77.2997179,Delhi/Hq/Directorate/Ministry,"011-21200691
011-21200692","Ground floor Commnity Hall, EDMC Community Center , Pocket-F, Ward No. 219, Mayur Vihar-II",0
18,D104,4,28.41431809,77.32235574,Delhi/Hq/Directorate/Ministry,0129-2987500,"Zila Sainik Board, Old Army Canteen, Sector-16",0
18,D106,3,28.65488438,77.40947044,Delhi/Hq/Directorate/Ministry,0120- 4962215,"G79, Sector-11, Pratap Vihar",0
